@relation EEG_DATA-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute AF3 numeric
@attribute F7 numeric
@attribute F3 numeric
@attribute FC5 numeric
@attribute T7 numeric
@attribute P7 numeric
@attribute O1 numeric
@attribute O2 numeric
@attribute P8 numeric
@attribute T8 numeric
@attribute FC6 numeric
@attribute F4 numeric
@attribute F8 numeric
@attribute AF4 numeric
@attribute eyeDetection {0,1}

@data
0.010719,0.246417,0.554922,0.002646,0.516608,0.005175,0.003587,0.017494,0.010785,0.497097,0.263075,0.428556,0.029707,0.004214,1
0.010711,0.247139,0.555097,0.002643,0.516959,0.005175,0.003594,0.016163,0.010802,0.497731,0.261773,0.428231,0.02968,0.004207,1
0.010719,0.247241,0.55457,0.002651,0.518246,0.005175,0.003594,0.013883,0.010795,0.496358,0.261486,0.429205,0.029673,0.004208,1
0.010697,0.243942,0.554833,0.002645,0.518362,0.005175,0.003596,0.015403,0.010793,0.49467,0.262785,0.430177,0.02964,0.004201,1
0.010657,0.241262,0.554308,0.002626,0.515557,0.005162,0.003596,0.019014,0.010829,0.495409,0.261196,0.428773,0.029589,0.00418,1
0.010667,0.242808,0.554044,0.002635,0.514619,0.005152,0.003588,0.018636,0.010849,0.496465,0.258452,0.427692,0.029596,0.004174,1
0.010692,0.246417,0.554746,0.002656,0.516375,0.005162,0.003581,0.016541,0.010812,0.495726,0.258739,0.427799,0.029576,0.004191,1
0.010699,0.248789,0.554833,0.002656,0.516724,0.005174,0.003583,0.016352,0.010793,0.496041,0.259463,0.427367,0.029518,0.00421,1
0.010744,0.250026,0.555448,0.002655,0.515322,0.005167,0.003586,0.016352,0.01081,0.497519,0.260331,0.428448,0.029566,0.004225,1
0.010779,0.250438,0.556941,0.00266,0.514619,0.005157,0.003591,0.017305,0.010818,0.497731,0.262641,0.430501,0.029636,0.004231,1
0.010744,0.249406,0.557117,0.002653,0.514619,0.005161,0.003599,0.020345,0.010824,0.496675,0.263219,0.430826,0.029609,0.004223,1
0.010704,0.247036,0.555537,0.002636,0.514152,0.00517,0.003595,0.020916,0.010818,0.496358,0.260475,0.429854,0.029555,0.004201,1
0.010676,0.244354,0.55334,0.002629,0.513452,0.00516,0.003577,0.017683,0.010795,0.49467,0.257151,0.427475,0.029485,0.004168,1
0.010637,0.243325,0.55176,0.002632,0.514387,0.005144,0.003564,0.014261,0.010771,0.49298,0.255995,0.424558,0.029421,0.004151,1
0.010592,0.24291,0.551409,0.002633,0.515673,0.005141,0.003565,0.01122,0.010754,0.493085,0.256139,0.423908,0.029411,0.004147,1
0.010563,0.241881,0.55176,0.002633,0.514619,0.005147,0.003569,0.009318,0.010736,0.492875,0.255274,0.424773,0.029404,0.004145,1
0.010563,0.241674,0.552024,0.002631,0.514503,0.005147,0.003572,0.012169,0.010765,0.493192,0.256286,0.425639,0.029427,0.004153,1
0.010581,0.242498,0.5522,0.002633,0.516608,0.005157,0.003583,0.018254,0.010843,0.496148,0.25932,0.426827,0.029495,0.004163,1
0.010589,0.242189,0.552464,0.002632,0.516843,0.005177,0.003594,0.021677,0.010864,0.498257,0.259607,0.427584,0.029518,0.004163,1
0.010576,0.240643,0.5522,0.002626,0.515205,0.00518,0.003592,0.020156,0.010818,0.496992,0.258018,0.426827,0.029481,0.004156,1
0.010546,0.240747,0.552113,0.002628,0.514971,0.005165,0.003589,0.019203,0.010806,0.495936,0.258308,0.425639,0.029471,0.004143,1
0.010499,0.24085,0.55176,0.002627,0.514738,0.00517,0.00359,0.020156,0.010829,0.496253,0.257297,0.424558,0.029461,0.004128,1
0.010469,0.237343,0.551322,0.002611,0.513801,0.00519,0.003596,0.020727,0.010837,0.49657,0.255274,0.424882,0.029411,0.00413,1
0.010483,0.234973,0.551322,0.002599,0.514152,0.005194,0.003603,0.021298,0.010853,0.49678,0.255852,0.426935,0.029397,0.004138,1
0.010519,0.237963,0.55176,0.002611,0.51427,0.005184,0.003596,0.019203,0.010824,0.495409,0.255995,0.427042,0.029404,0.004125,1
0.010531,0.241159,0.551585,0.002625,0.514503,0.005172,0.003575,0.013883,0.010744,0.493085,0.253539,0.424773,0.029353,0.004115,1
0.010519,0.241776,0.550443,0.002625,0.514619,0.005168,0.00357,0.010649,0.010738,0.491714,0.251516,0.423152,0.029272,0.004123,1
0.010533,0.241776,0.549654,0.002626,0.5131,0.005161,0.003584,0.01274,0.010763,0.490658,0.250361,0.422612,0.029215,0.004128,1
0.010533,0.24085,0.549478,0.002623,0.511463,0.005148,0.003577,0.014072,0.010721,0.488231,0.248051,0.421531,0.029161,0.004113,1
0.010493,0.239921,0.54939,0.002613,0.512163,0.00515,0.003562,0.012551,0.010709,0.488019,0.24704,0.421099,0.029128,0.004105,1
0.010483,0.24023,0.54939,0.002618,0.513452,0.005158,0.003571,0.013311,0.010771,0.491502,0.249784,0.422612,0.029188,0.004118,1
0.010509,0.240128,0.549565,0.002629,0.513568,0.005151,0.003584,0.015403,0.010798,0.493614,0.253395,0.423801,0.029286,0.004129,1
0.010503,0.240128,0.550443,0.002629,0.514035,0.005148,0.003582,0.014643,0.010783,0.493402,0.254263,0.424125,0.02932,0.004124,1
0.010493,0.241159,0.551673,0.002628,0.514387,0.005167,0.003591,0.015974,0.010818,0.494248,0.254116,0.424882,0.02932,0.004122,1
0.010516,0.240747,0.552464,0.002631,0.514387,0.00519,0.003612,0.021298,0.010859,0.495726,0.255708,0.426071,0.029343,0.004118,1
0.010511,0.239406,0.552113,0.002625,0.513919,0.005195,0.003615,0.021487,0.010839,0.495092,0.255995,0.426395,0.029347,0.004108,1
0.010483,0.239304,0.551585,0.002613,0.512633,0.005188,0.003606,0.018636,0.01082,0.494458,0.253973,0.426503,0.029306,0.004103,1
0.010484,0.238787,0.552024,0.002609,0.51193,0.005185,0.003605,0.020727,0.01082,0.49488,0.253973,0.425639,0.029306,0.004112,1
0.010488,0.237138,0.552024,0.002608,0.512749,0.005181,0.003604,0.021487,0.010795,0.494458,0.253829,0.424125,0.029306,0.004117,1
0.010459,0.236004,0.550707,0.002603,0.513568,0.00516,0.003592,0.016734,0.010744,0.492031,0.250218,0.423259,0.029229,0.004101,1
0.010434,0.235488,0.549127,0.002601,0.514035,0.005157,0.003587,0.014832,0.010738,0.489707,0.247617,0.42272,0.029161,0.004082,1
0.010443,0.236209,0.548776,0.002606,0.514971,0.005177,0.003586,0.016352,0.010767,0.490763,0.24964,0.423044,0.029212,0.004089,1
0.010456,0.238272,0.550092,0.002617,0.514971,0.005177,0.003576,0.014643,0.010773,0.49298,0.251663,0.423476,0.029279,0.004107,1
0.010458,0.238787,0.551145,0.002626,0.513801,0.005164,0.003572,0.01293,0.010771,0.492348,0.250795,0.423693,0.029269,0.004107,0
0.010468,0.237241,0.551498,0.002629,0.513568,0.005167,0.003581,0.01369,0.010769,0.490553,0.251085,0.42434,0.029256,0.004097,0
0.010476,0.237446,0.551498,0.002627,0.514619,0.005171,0.003589,0.013501,0.010752,0.491292,0.253539,0.425205,0.029279,0.004104,0
0.010471,0.239199,0.55062,0.002629,0.515089,0.005174,0.003589,0.012169,0.010748,0.494036,0.254697,0.425205,0.02931,0.004116,0
0.010466,0.239406,0.550356,0.002629,0.514387,0.00519,0.003595,0.01445,0.010798,0.494987,0.253973,0.42499,0.02932,0.004115,0
0.010478,0.237653,0.550531,0.002628,0.513684,0.005194,0.003606,0.017494,0.010814,0.493719,0.253829,0.424558,0.029316,0.00411,0
0.010494,0.237241,0.55062,0.002629,0.514387,0.005182,0.003602,0.016352,0.010781,0.493085,0.254116,0.425097,0.029316,0.004116,0
0.010488,0.238684,0.551058,0.00263,0.515557,0.00518,0.003598,0.015403,0.010787,0.493824,0.25455,0.426178,0.029333,0.00412,0
0.010463,0.238477,0.550971,0.00263,0.515557,0.005185,0.003601,0.015974,0.010789,0.494458,0.254984,0.425422,0.029363,0.004117,0
0.010459,0.236519,0.549565,0.002629,0.515438,0.005181,0.00359,0.016541,0.010783,0.494563,0.255418,0.42434,0.029374,0.004117,0
0.010473,0.236107,0.549039,0.002624,0.516375,0.005178,0.003576,0.017494,0.01081,0.494353,0.255708,0.424558,0.029353,0.004111,0
0.010456,0.236622,0.549654,0.002625,0.516843,0.00519,0.003579,0.015781,0.010791,0.493719,0.254407,0.423801,0.029313,0.004105,0
0.010446,0.236416,0.549478,0.002631,0.515557,0.005185,0.00358,0.01293,0.010744,0.49277,0.252384,0.422288,0.029283,0.004105,0
0.010458,0.235797,0.549214,0.002624,0.514738,0.005177,0.003572,0.01445,0.010754,0.491819,0.252384,0.422937,0.029279,0.004096,0
0.010446,0.236209,0.54939,0.002612,0.515673,0.005187,0.003576,0.017305,0.010779,0.492241,0.252961,0.424665,0.029289,0.004102,0
0.010456,0.23755,0.550356,0.002621,0.516375,0.005188,0.003582,0.015403,0.010765,0.49277,0.253685,0.424773,0.029337,0.004128,0
0.010503,0.238994,0.551849,0.002636,0.515906,0.005177,0.003578,0.013311,0.010771,0.492875,0.255562,0.424233,0.029387,0.004131,0
0.010503,0.239199,0.552375,0.002633,0.515089,0.005175,0.003574,0.014261,0.010783,0.493719,0.256286,0.424016,0.02937,0.00412,0
0.010474,0.238582,0.551585,0.002629,0.514854,0.005172,0.003568,0.013311,0.010773,0.494036,0.254697,0.424448,0.029326,0.004125,0
0.010481,0.23755,0.550092,0.002631,0.514738,0.005171,0.003569,0.011027,0.01075,0.492558,0.252961,0.423476,0.029296,0.004117,0
0.010478,0.236519,0.549039,0.002626,0.514387,0.005184,0.003576,0.01122,0.01075,0.492136,0.252097,0.421963,0.029286,0.004105,0
0.010456,0.236726,0.549214,0.002624,0.514619,0.005188,0.003576,0.014261,0.010804,0.494458,0.253539,0.42272,0.02933,0.004118,0
0.010464,0.237343,0.549654,0.002631,0.515205,0.005175,0.003574,0.014643,0.01081,0.49488,0.255128,0.423693,0.02935,0.00412,0
0.010463,0.236829,0.549214,0.002627,0.515205,0.00517,0.003581,0.011788,0.01075,0.492031,0.253829,0.423044,0.029316,0.004105,0
0.010443,0.2359,0.548863,0.002617,0.515089,0.005174,0.003578,0.011788,0.01076,0.491609,0.254116,0.422827,0.02934,0.004116,0
0.010453,0.235797,0.548688,0.00262,0.516024,0.005177,0.003574,0.015781,0.010822,0.49488,0.257151,0.424448,0.029421,0.004133,0
0.010469,0.236622,0.548776,0.002629,0.517778,0.005182,0.003583,0.017494,0.010806,0.496148,0.258739,0.424882,0.029431,0.004123,0
0.020088,0.194453,0,0.002,0.901052,1,0.007546,0.294543,0,0.90552,0,0.175637,0.001246,1,0
0.010458,0.236107,0.54895,0.002626,0.515438,0.005177,0.003576,0.01122,0.010736,0.492453,0.254697,0.42218,0.029363,0.00411,0
0.010459,0.235695,0.54895,0.002628,0.514971,0.005167,0.003571,0.007987,0.010711,0.492031,0.253539,0.422071,0.02935,0.004111,0
0.010488,0.237034,0.549829,0.002633,0.515557,0.005162,0.003574,0.007416,0.010721,0.493085,0.254697,0.423908,0.029384,0.004122,0
0.010518,0.239199,0.550971,0.002636,0.515557,0.005168,0.003576,0.010078,0.010767,0.493824,0.256429,0.425205,0.029448,0.004141,0
0.010518,0.239406,0.551409,0.002634,0.515205,0.005174,0.003576,0.011598,0.010762,0.492663,0.256139,0.42499,0.029464,0.004145,0
0.010524,0.239096,0.551322,0.00264,0.515906,0.005168,0.003579,0.011788,0.010752,0.492558,0.255274,0.424558,0.029421,0.004138,0
0.010548,0.239509,0.55176,0.002652,0.516024,0.005171,0.003582,0.012169,0.010767,0.494458,0.255128,0.424448,0.029397,0.004129,0
0.010533,0.238787,0.552375,0.002651,0.515673,0.005175,0.003582,0.011027,0.010748,0.493719,0.255274,0.424125,0.029404,0.004118,0
0.010504,0.237653,0.551145,0.002637,0.516724,0.00516,0.003573,0.010456,0.010746,0.49108,0.255418,0.424016,0.0294,0.004122,0
0.010498,0.23755,0.549741,0.002629,0.516608,0.005152,0.003566,0.011788,0.010769,0.491292,0.255274,0.42434,0.029397,0.004127,0
0.010491,0.238375,0.550443,0.002637,0.514971,0.005161,0.003566,0.010838,0.01074,0.49298,0.255708,0.42434,0.029417,0.004128,0
0.010499,0.239304,0.551498,0.002649,0.515438,0.005161,0.003566,0.010078,0.01075,0.494036,0.257731,0.425097,0.029468,0.004142,0
0.010518,0.240128,0.55176,0.002641,0.516724,0.00516,0.00357,0.013311,0.010814,0.49467,0.258596,0.425961,0.029495,0.004147,0
0.010523,0.239096,0.55176,0.002628,0.516024,0.005168,0.003584,0.016163,0.010814,0.495514,0.258452,0.425639,0.029491,0.004136,0
0.010516,0.23755,0.550707,0.002636,0.514971,0.005178,0.00359,0.015214,0.010785,0.495409,0.257297,0.424882,0.029491,0.00413,0
0.010504,0.236931,0.549039,0.002635,0.514035,0.005172,0.003583,0.01369,0.010785,0.493719,0.255562,0.423584,0.029438,0.00412,0
0.010499,0.236519,0.548688,0.002624,0.513919,0.005158,0.003575,0.013501,0.010779,0.49298,0.256429,0.423369,0.029387,0.00412,0
0.010518,0.236931,0.549214,0.002629,0.515673,0.005154,0.003573,0.013311,0.010762,0.494036,0.258018,0.42434,0.029427,0.004145,0
0.010531,0.236931,0.548425,0.002625,0.515557,0.005151,0.003566,0.010838,0.010711,0.492663,0.255995,0.423908,0.029458,0.004142,0
0.010498,0.235178,0.546844,0.002605,0.513452,0.005137,0.003558,0.006845,0.010661,0.489075,0.252961,0.422071,0.029353,0.004108,0
0.010464,0.234868,0.546317,0.002601,0.513801,0.005135,0.003561,0.005325,0.01069,0.488968,0.252818,0.421314,0.029296,0.00411,0
0.010486,0.236004,0.546404,0.002601,0.514971,0.005145,0.003565,0.007798,0.010736,0.49108,0.253105,0.420774,0.02936,0.004125,0
0.010513,0.236004,0.546317,0.002596,0.51427,0.005145,0.003557,0.008176,0.010703,0.491609,0.253105,0.420342,0.029363,0.004112,0
0.010521,0.2359,0.546141,0.002598,0.514854,0.005154,0.003555,0.008558,0.01069,0.491185,0.254263,0.421423,0.02933,0.004111,0
0.010531,0.236519,0.546932,0.002604,0.516492,0.005161,0.003566,0.012551,0.010748,0.491292,0.255274,0.422395,0.029363,0.004133,0
0.010544,0.237138,0.548161,0.0026,0.514738,0.005148,0.003571,0.013501,0.010765,0.491924,0.255708,0.423152,0.029424,0.004145,0
0.010539,0.236726,0.548425,0.002587,0.511814,0.00514,0.003566,0.010649,0.010742,0.493614,0.256863,0.423908,0.029441,0.004143,0
0.010526,0.234147,0.547721,0.002573,0.512282,0.005154,0.003574,0.014643,0.010802,0.495409,0.258739,0.424016,0.029424,0.004131,0
0.010511,0.232498,0.547721,0.002573,0.513684,0.005167,0.003594,0.020727,0.010859,0.496041,0.258452,0.423584,0.029404,0.004118,0
0.010474,0.235178,0.547195,0.002584,0.513919,0.005164,0.003589,0.017872,0.010802,0.495092,0.256573,0.422071,0.029404,0.004118,0
0.010439,0.23786,0.544911,0.002584,0.514738,0.005167,0.003574,0.011598,0.010752,0.494036,0.255852,0.42045,0.029441,0.004118,0
0.010419,0.235695,0.543682,0.002576,0.515557,0.005162,0.003569,0.009696,0.010748,0.493509,0.25484,0.420667,0.029424,0.004103,0
0.010424,0.233632,0.544297,0.002576,0.514738,0.005143,0.003563,0.008558,0.010711,0.49277,0.254263,0.420557,0.02937,0.0041,0
0.010429,0.234663,0.544035,0.002579,0.514503,0.005137,0.003558,0.007227,0.010678,0.491502,0.254116,0.419044,0.02936,0.004104,0
0.010419,0.234354,0.543682,0.002573,0.514387,0.005151,0.003563,0.007227,0.010696,0.490763,0.253105,0.419154,0.029353,0.004097,0
0.010428,0.233425,0.544824,0.002568,0.513217,0.005143,0.003568,0.008365,0.010736,0.491609,0.253829,0.421099,0.029363,0.004102,0
0.010459,0.234868,0.546492,0.002576,0.513919,0.005134,0.00357,0.011409,0.010756,0.494458,0.257151,0.42272,0.029431,0.004117,0
0.010481,0.236107,0.546755,0.002584,0.515205,0.00516,0.003576,0.013311,0.01076,0.495302,0.257441,0.42218,0.029471,0.004122,0
0.010478,0.235075,0.546755,0.002583,0.514971,0.005175,0.003582,0.013311,0.010769,0.492875,0.255708,0.421638,0.029434,0.004125,0
0.010476,0.235075,0.54737,0.002584,0.514503,0.005171,0.003585,0.015214,0.010804,0.493509,0.257441,0.423476,0.029451,0.00413,0
0.010473,0.235695,0.547546,0.002587,0.51427,0.005168,0.003584,0.016163,0.01082,0.497309,0.258886,0.423908,0.029488,0.00412,0
0.010461,0.234354,0.546932,0.002582,0.513919,0.005157,0.003577,0.01293,0.01076,0.496358,0.255562,0.421531,0.029407,0.004102,0
0.010448,0.233013,0.546668,0.002579,0.51427,0.00515,0.003567,0.010078,0.010686,0.49108,0.251229,0.419586,0.029296,0.004094,0
0.010434,0.233013,0.546755,0.00258,0.514738,0.00515,0.003562,0.011598,0.010711,0.490024,0.251085,0.419801,0.029289,0.004095,0
0.010438,0.233322,0.545439,0.00258,0.51427,0.005148,0.003567,0.01369,0.010763,0.49277,0.253973,0.420018,0.029353,0.004092,0
0.010436,0.233632,0.543771,0.002578,0.514387,0.005158,0.003573,0.01274,0.01075,0.492875,0.253973,0.419044,0.029367,0.004091,0
0.010428,0.233734,0.544824,0.002582,0.514387,0.005162,0.003569,0.011027,0.010719,0.49087,0.251806,0.418612,0.029313,0.004099,0
0.010433,0.233529,0.546581,0.002582,0.512982,0.005147,0.003561,0.010838,0.010742,0.490975,0.25224,0.418936,0.029289,0.004107,0
0.010456,0.234354,0.546492,0.002576,0.513568,0.005141,0.003561,0.012169,0.010787,0.49298,0.255274,0.420125,0.029367,0.004111,0
0.010498,0.236519,0.546404,0.00258,0.514971,0.005154,0.003566,0.013119,0.010795,0.494775,0.258018,0.422612,0.029468,0.004119,0
0.010509,0.236726,0.546844,0.002588,0.513452,0.005152,0.003561,0.011598,0.01075,0.49488,0.258018,0.423584,0.029478,0.004125,0
0.010481,0.235283,0.546404,0.002584,0.512282,0.005157,0.003556,0.011788,0.010744,0.493824,0.256429,0.422071,0.029451,0.004125,0
0.010478,0.235385,0.546492,0.002581,0.513452,0.005177,0.003565,0.015403,0.010779,0.493824,0.257151,0.422071,0.029475,0.004128,0
0.010493,0.235075,0.546755,0.002579,0.513919,0.005177,0.003572,0.015781,0.010765,0.495197,0.259173,0.422937,0.029491,0.004127,0
0.010468,0.233117,0.54623,0.002564,0.513217,0.005158,0.003561,0.011409,0.01075,0.495726,0.25903,0.421423,0.029475,0.004123,0
0.010454,0.23291,0.545966,0.00256,0.513684,0.005144,0.00355,0.010649,0.010773,0.494458,0.257584,0.421206,0.029475,0.004124,0
0.010466,0.234147,0.545966,0.002575,0.513919,0.005145,0.003559,0.01293,0.01076,0.493719,0.256719,0.421746,0.029454,0.004112,0
0.010461,0.235283,0.545879,0.002583,0.513452,0.005147,0.003566,0.013119,0.010732,0.494353,0.256286,0.420989,0.029411,0.004105,0
0.010468,0.235178,0.546668,0.002581,0.513684,0.005147,0.003566,0.013311,0.010748,0.494458,0.256863,0.42218,0.029427,0.004123,0
0.010474,0.23322,0.547546,0.002576,0.514387,0.005154,0.00357,0.01293,0.010742,0.493192,0.256863,0.423152,0.029427,0.004133,0
0.010473,0.234354,0.547019,0.002578,0.514971,0.00515,0.003567,0.008747,0.010694,0.491924,0.254263,0.420667,0.029374,0.004117,0
0.010469,0.237343,0.544911,0.002579,0.513452,0.005141,0.003556,0.005514,0.01067,0.49087,0.251229,0.41764,0.02931,0.0041,0
0.010451,0.237241,0.54342,0.00257,0.512047,0.005145,0.003556,0.007034,0.010696,0.489814,0.251085,0.41764,0.029279,0.004101,0
0.010474,0.23786,0.545615,0.00258,0.513919,0.00514,0.003566,0.010649,0.01075,0.491924,0.254116,0.420018,0.02935,0.004123,0
0.010533,0.24054,0.548599,0.002607,0.516141,0.005135,0.003569,0.012551,0.010771,0.494775,0.256719,0.422395,0.029451,0.004137,0
0.010523,0.240025,0.547721,0.002601,0.515438,0.005145,0.003561,0.011788,0.010754,0.493509,0.255562,0.421206,0.029417,0.004117,0
0.010466,0.23755,0.545526,0.002575,0.513568,0.005143,0.003552,0.010267,0.010721,0.49108,0.252097,0.41818,0.029303,0.004097,0
0.010469,0.236829,0.545615,0.002579,0.513919,0.005141,0.003551,0.008176,0.010707,0.492663,0.25195,0.418504,0.029316,0.004112,0
0.010488,0.237343,0.546404,0.002587,0.515205,0.00516,0.003556,0.008747,0.010744,0.495514,0.256139,0.420882,0.029404,0.004125,0
0.010474,0.238272,0.546317,0.002584,0.515322,0.005168,0.003557,0.011598,0.01075,0.494563,0.256863,0.421638,0.02939,0.00411,0
0.010471,0.237653,0.546317,0.002585,0.513919,0.005162,0.003555,0.010456,0.010701,0.491292,0.252528,0.420233,0.029296,0.004099,0
0.010471,0.23559,0.546141,0.00258,0.512163,0.005152,0.003556,0.009125,0.010696,0.489707,0.249784,0.418504,0.029246,0.004097,0
0.010456,0.235488,0.545966,0.002575,0.512749,0.005144,0.003566,0.01274,0.010732,0.490975,0.250795,0.419154,0.029256,0.004097,0
0.010461,0.236829,0.546141,0.00258,0.51427,0.005157,0.003571,0.014643,0.010731,0.492241,0.253252,0.420774,0.02931,0.004114,0
0.010499,0.238065,0.546581,0.002589,0.514738,0.005177,0.00357,0.01369,0.01074,0.492875,0.255274,0.421963,0.029377,0.004133,0
0.010519,0.238787,0.546932,0.002594,0.514854,0.005175,0.00357,0.015214,0.010781,0.494353,0.256286,0.42272,0.029404,0.004128,0
0.010513,0.239406,0.547634,0.002599,0.515438,0.005177,0.003581,0.016923,0.010798,0.495302,0.257151,0.423369,0.029411,0.004125,0
0.010524,0.240025,0.548599,0.002605,0.516024,0.00519,0.003592,0.018636,0.010816,0.496253,0.259607,0.423908,0.029451,0.004143,0
0.010531,0.24054,0.549127,0.002609,0.516492,0.005185,0.003586,0.019774,0.010829,0.497731,0.26192,0.424882,0.029498,0.004149,0
0.010524,0.24085,0.549303,0.002608,0.516492,0.00518,0.003573,0.018825,0.010816,0.49794,0.260909,0.425529,0.029505,0.004143,0
0.010538,0.240643,0.549127,0.002605,0.515557,0.005181,0.003566,0.016541,0.010793,0.496253,0.258739,0.424233,0.029485,0.004143,0
0.010544,0.240643,0.549039,0.002606,0.514971,0.00518,0.003559,0.012169,0.010742,0.49467,0.25903,0.423044,0.029464,0.00414,0
0.010534,0.241159,0.549214,0.002609,0.515205,0.005177,0.003555,0.006274,0.010674,0.493719,0.258018,0.423476,0.029441,0.004129,0
0.010541,0.240333,0.54939,0.002607,0.515557,0.005171,0.003561,0.005325,0.010655,0.491292,0.255128,0.423693,0.029404,0.004125,0
0.010541,0.238787,0.549478,0.002604,0.515438,0.005158,0.003563,0.008365,0.010674,0.489392,0.254407,0.423584,0.02938,0.004135,0
0.010516,0.239096,0.548248,0.002605,0.515089,0.005152,0.003558,0.009318,0.010696,0.490975,0.255274,0.423369,0.02937,0.004137,0
0.010508,0.239406,0.546755,0.002604,0.514619,0.005168,0.003563,0.011027,0.010721,0.493085,0.254697,0.422503,0.029363,0.004128,0
0.010519,0.238375,0.547897,0.002601,0.513919,0.005177,0.00357,0.014261,0.010758,0.493931,0.255274,0.42218,0.029397,0.004132,0
0.010536,0.239509,0.549829,0.002606,0.51427,0.005172,0.003576,0.015403,0.0108,0.496041,0.258596,0.424125,0.029485,0.00415,0
0.010559,0.241571,0.549916,0.002611,0.515205,0.005174,0.00358,0.015781,0.010806,0.497731,0.260618,0.425854,0.029552,0.004157,0
0.010571,0.241262,0.549565,0.00261,0.515906,0.00518,0.003579,0.016923,0.010791,0.497201,0.260041,0.425529,0.029539,0.004143,0
0.010548,0.240333,0.549303,0.002604,0.516257,0.005175,0.003576,0.016541,0.010777,0.496358,0.259463,0.424125,0.029505,0.004131,0
0.010539,0.241055,0.548776,0.002603,0.516843,0.005172,0.003573,0.01274,0.010763,0.496675,0.260041,0.423152,0.029529,0.004143,0
0.010586,0.242603,0.549127,0.002618,0.517194,0.005177,0.003564,0.010838,0.010765,0.497309,0.262354,0.42434,0.029593,0.004165,0
0.010606,0.242808,0.549916,0.002628,0.516492,0.005174,0.003562,0.01445,0.010793,0.49794,0.263509,0.426071,0.029609,0.004164,0
0.010553,0.24085,0.549303,0.00261,0.515322,0.005172,0.003566,0.016541,0.010789,0.497097,0.26192,0.42499,0.029569,0.004146,0
0.010513,0.238994,0.54781,0.002593,0.515205,0.005181,0.003566,0.014832,0.010762,0.495092,0.258308,0.422827,0.029502,0.004137,0
0.010518,0.238582,0.546844,0.002588,0.515557,0.005184,0.003557,0.013119,0.010754,0.493509,0.254984,0.421856,0.029417,0.004131,0
0.010519,0.239199,0.546844,0.002592,0.515205,0.005174,0.003549,0.010267,0.010736,0.491924,0.253973,0.421531,0.029384,0.004126,0
0.010511,0.239818,0.546932,0.0026,0.515205,0.005174,0.00355,0.007605,0.010707,0.491609,0.253829,0.421099,0.029414,0.004125,0
0.010499,0.239611,0.546141,0.0026,0.514971,0.005175,0.003553,0.009889,0.010705,0.492348,0.252961,0.420557,0.029404,0.004118,0
0.010491,0.239304,0.545702,0.002597,0.514152,0.00516,0.003545,0.01369,0.010732,0.493085,0.252528,0.420667,0.029367,0.004117,0
0.010528,0.240747,0.547634,0.002608,0.514854,0.00516,0.003542,0.014832,0.010767,0.494775,0.25455,0.422503,0.029414,0.00413,0
0.010566,0.242396,0.549654,0.002616,0.516375,0.005181,0.003547,0.015781,0.010787,0.496465,0.257441,0.424125,0.029485,0.004144,0
0.010548,0.241571,0.549478,0.002609,0.515906,0.005185,0.003547,0.016541,0.010783,0.49678,0.258739,0.423908,0.029502,0.004153,0
0.010528,0.24023,0.548688,0.002606,0.514971,0.00516,0.003547,0.015781,0.010781,0.496148,0.25903,0.423369,0.029525,0.004158,0
0.010543,0.239818,0.548863,0.002609,0.515089,0.005147,0.003547,0.014832,0.010775,0.495726,0.25932,0.424125,0.029559,0.004158,0
0.010564,0.240437,0.549303,0.002609,0.515438,0.005158,0.003547,0.012551,0.010742,0.495092,0.260185,0.424882,0.029562,0.004161,0
0.010569,0.241364,0.549829,0.002612,0.516024,0.005164,0.003549,0.010456,0.010721,0.495197,0.260041,0.425097,0.029576,0.004163,0
0.010561,0.241364,0.550092,0.002612,0.515906,0.005162,0.00355,0.009696,0.010709,0.495197,0.259897,0.425314,0.029572,0.004156,0
0.010554,0.240128,0.54939,0.002607,0.515089,0.005168,0.003556,0.008365,0.010701,0.493931,0.259463,0.42434,0.029525,0.004155,0
0.010553,0.239509,0.548863,0.002605,0.515322,0.005174,0.003556,0.008365,0.010703,0.493824,0.258308,0.422503,0.029502,0.004152,0
0.010548,0.239921,0.549039,0.002606,0.515906,0.005174,0.003553,0.010649,0.010699,0.494141,0.257874,0.421531,0.029495,0.004145,0
0.010548,0.24023,0.549654,0.002605,0.515906,0.005175,0.003558,0.011409,0.010698,0.493085,0.256573,0.421423,0.029458,0.004138,0
0.010561,0.240643,0.549829,0.002615,0.515673,0.005178,0.003562,0.011788,0.010721,0.492031,0.254407,0.421423,0.029444,0.004132,0
0.010551,0.24054,0.54939,0.002624,0.515205,0.005175,0.00356,0.015974,0.010767,0.493192,0.255128,0.421638,0.029454,0.004137,0
0.010546,0.239611,0.54895,0.002614,0.515089,0.005158,0.003559,0.017112,0.010777,0.494563,0.257584,0.422288,0.029468,0.004153,0
0.010566,0.240437,0.54895,0.002616,0.516492,0.005145,0.003552,0.011409,0.010748,0.49488,0.258308,0.423476,0.029529,0.004163,0
0.010571,0.242189,0.549303,0.002629,0.517778,0.005157,0.003546,0.009125,0.010727,0.495197,0.25903,0.424882,0.029569,0.004164,0
0.010571,0.242086,0.549478,0.002626,0.517427,0.005168,0.00355,0.010649,0.010725,0.49467,0.258308,0.424773,0.029529,0.004163,0
